"","pool","prevalence","above.llod","limit","pos1","pos_null","total.tests","total.tests_null","tests.per.sample","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_null","tn_null","tp_null","fn_null","fp_null","est","lwr.ci","upr.ci"
"378",13,0.05,0.3,35,3.78033472803347,0.65,6.78352458158995,5.77325457542597,0.521809583199227,0.444096505801998,0.55439330543933,0.44488650627615,0.000720188284518828,0,0.998383802816901,0.75447951479602,0.513342083279505,0.36717342887892,0.119484487841574,0,0.998383802816901,0.997382951552021,0.999072965809262
"379",13,0.1,0.05,35,6.0486674391657,1.3,9.88650173812282,10.3929743516211,0.760500133701755,0.799459565509315,0.316338354577057,0.683577056778678,8.45886442641946e-05,0,0.999876271186441,0.968789876871247,0.2541865828329,0.722536488586238,0.0232769285808614,0,0.999876271186441,0.999402361720657,0.999994278059902
"380",13,0.1,0.1,35,6.42276422764228,1.3,10.0426459930314,10.1305824815512,0.772511230233181,0.779275575503938,0.304297328687573,0.695588153310104,0.00011451800232288,0,0.999835392320534,0.941726821231884,0.2541865828329,0.702352498580862,0.0434609185862381,0,0.999835392320534,0.999334599947954,0.999985760076618
"381",13,0.1,0.15,35,6.13860252004582,1.3,9.70970813287515,9.86414137873068,0.746900625605781,0.758780106056206,0.329896907216495,0.669977548682704,0.000125544100801833,0,0.99981264957265,0.914246128372291,0.2541865828329,0.681857029133129,0.0639563880339704,0,0.99981264957265,0.999297882666923,0.999979590905983
"382",13,0.1,0.2,35,6.27893518518519,1.3,9.96495196759259,9.58666123302414,0.766534766737892,0.737435479463395,0.310185185185185,0.689611689814815,0.000203125,0,0.999705536912752,0.885626870389663,0.2541865828329,0.660512402540318,0.0853010146267812,0,0.999705536912752,0.99913185906116,0.999940501519123
"383",13,0.1,0.25,35,6.26359338061466,1.3,9.98522813238771,9.25150486767938,0.768094471722132,0.711654220590722,0.308510638297873,0.691171394799054,0.000317966903073286,0,0.999540170940171,0.8510588963103,0.2541865828329,0.634731143667645,0.111082273499455,0,0.999540170940171,0.998890358858367,0.999859688521991
"384",13,0.1,0.3,35,6.49586776859504,1.3,10.2132365997639,8.8452436501754,0.78563358459722,0.6804033577058,0.290436835891381,0.708710507674144,0.000852656434474616,0,0.998798336106489,0.809157179117244,0.2541865828329,0.603480280782723,0.142333136384377,0,0.998798336106489,0.997902662549034,0.999378602264981
"385",13,0.15,0.05,35,7.96382054992764,1.95,11.94751447178,12.1928752338284,0.91903957475231,0.937913479525265,0.157742402315485,0.842116497829233,0.0001410998552822,0,0.999832474226804,0.979405964091963,0.120905493565746,0.860990402602189,0.0181041038320648,0,0.999832474226804,0.999329853102312,0.999985021012861
"386",13,0.15,0.1,35,7.99856115107914,1.95,11.8853545323741,11.9868003947589,0.914258040951853,0.92206156882761,0.162589928057554,0.837334964028777,7.51079136690647e-05,0,0.999910309278351,0.961373874729976,0.120905493565746,0.845138491904534,0.0339560145297197,0,0.999910309278351,0.999460952393852,0.9999984224223
"387",13,0.15,0.15,35,7.8206599713056,1.95,11.7216912482066,11.7710050878016,0.901668557554354,0.905461929830894,0.175035868005739,0.824745480631277,0.000218651362984218,0,0.999734956521739,0.942491218911721,0.120905493565746,0.828538852907817,0.0505556535264364,0,0.999734956521739,0.999176501344855,0.999952604799694
