"","pool","prevalence","above.llod","limit","pos","total.tests","tests.per.sample","tn","tp","fn","fp","ppa","est","lwr.ci","upr.ci"
"85",3,0.03,0.05,35,0.09,1.2619294057,0.420643135233333,0.912673,0.0873098019,1.71981e-05,0,0.999803060908997,0.999803060908997,0.99928258286818,0.999976724213313
"86",3,0.03,0.1,35,0.09,1.2619555957,0.420651865233333,0.912673,0.0873185319,8.4681e-06,0,0.999903029990724,0.999903029990724,0.999448226628684,0.99999777581607
"87",3,0.03,0.15,35,0.09,1.2619516672,0.420650555733333,0.912673,0.0873172224,9.7776e-06,0,0.999888034628465,0.999888034628465,0.999422357643073,0.999996031513674
"88",3,0.03,0.2,35,0.09,1.2619555957,0.420651865233333,0.912673,0.0873185319,8.4681e-06,0,0.999903029990724,0.999903029990724,0.999448226628684,0.99999777581607
"89",3,0.03,0.25,35,0.09,1.2618793666,0.420626455533333,0.912673,0.0872931222,3.38778e-05,0,0.999612058126353,0.999612058126353,0.99899364750936,0.999897062394476
"90",3,0.03,0.3,35,0.09,1.2619555876,0.420651862533333,0.912673,0.0873185292,8.4708e-06,0,0.999902999072452,0.999902999072452,0.999448172820971,0.999997772792019
"91",3,0.05,0.05,35,0.15,1.42783435,0.475944783333333,0.857375,0.14261145,1.355e-05,0,0.999904995617879,0.999904995617879,0.999451651624376,0.999997963228749
"92",3,0.05,0.1,35,0.15,1.42771255,0.475904183333333,0.857375,0.14257085,5.415e-05,0,0.999620333041192,0.999620333041192,0.999005688733849,0.999901166928528
"93",3,0.05,0.15,35,0.15,1.427832175,0.475944058333333,0.857375,0.142610725,1.4275e-05,0,0.999899912357581,0.999899912357581,0.99944281103582,0.999997458987046
"94",3,0.05,0.2,35,0.15,1.427872825,0.475957608333333,0.857375,0.142624275,7.25e-07,0,0.999994916739702,0.999994916739702,0.999620576110739,1
"95",3,0.05,0.25,35,0.15,1.4278322125,0.475944070833334,0.857375,0.1426107375,1.42625e-05,0,0.9999,0.9999,0.999442963002053,0.999997468222407
"96",3,0.05,0.3,35,0.15,1.427751025,0.475917008333334,0.857375,0.142583675,4.1325e-05,0,0.999710254163015,0.999710254163015,0.99913897546996,0.999942500388738
"97",3,0.1,0.05,35,0.3,1.8129271,0.604309033333333,0.729,0.2709757,2.43e-05,0,0.999910332103321,0.999910332103321,0.999460992480681,0.999998424246533
"98",3,0.1,0.1,35,0.3,1.8128539,0.604284633333333,0.729,0.2709513,4.87e-05,0,0.999820295202952,0.999820295202952,0.999310156711922,0.999981767120936
"99",3,0.1,0.15,35,0.3,1.8129106,0.604303533333333,0.729,0.2709702,2.98e-05,0,0.999890036900369,0.999890036900369,0.999425786340282,0.999996296539569
"100",3,0.1,0.2,35,0.3,1.8129178,0.604305933333333,0.729,0.2709726,2.74e-05,0,0.99989889298893,0.99989889298893,0.99944104467679,0.999997350172459
"101",3,0.1,0.25,35,0.3,1.8129904,0.604330133333333,0.729,0.2709968,3.2e-06,0,0.999988191881919,0.999988191881919,0.999606793223425,1
"102",3,0.1,0.3,35,0.3,1.812919,0.604306333333333,0.729,0.270973,2.7e-05,0,0.99990036900369,0.99990036900369,0.999443603004237,0.999997506897615
"103",3,0.15,0.05,35,0.45,2.15751025,0.719170083333334,0.614125,0.38583675,3.825e-05,0,0.999900874635568,0.999900874635568,0.999444480432727,0.999997559345101
"104",3,0.15,0.1,35,0.45,2.1575234125,0.719174470833333,0.614125,0.3858411375,3.38625e-05,0,0.999912244897959,0.999912244897959,0.999464356061387,0.999998572661422
"105",3,0.15,0.15,35,0.45,2.157606775,0.719202258333334,0.614125,0.385868925,6.075e-06,0,0.999984256559767,0.999984256559767,0.999598846666625,0.999999999999996
"106",3,0.15,0.2,35,0.45,2.157508225,0.719169408333333,0.614125,0.385836075,3.8925e-05,0,0.999899125364431,0.999899125364431,0.999441447148902,0.999997375204465
"107",3,0.15,0.25,35,0.45,2.15751025,0.719170083333334,0.614125,0.38583675,3.825e-05,0,0.999900874635568,0.999900874635568,0.999444480432727,0.999997559345101
"108",3,0.15,0.3,35,0.45,2.1576057625,0.719201920833333,0.614125,0.3858685875,6.4125e-06,0,0.999983381924198,0.999983381924198,0.999597091759891,0.999999999999985
"109",4,0.001,0.05,35,0.004,1.015971223196,0.253992805798999,0.996005996001,0.0039928057989994,1.1982000006e-06,0,0.999700000300225,0.999700000300225,0.999123525928794,0.999938128643694
"110",4,0.001,0.1,35,0.004,1.01597601120559,0.253994002801399,0.996005996001,0.0039940028013988,1.1976012e-09,0,0.999999700150225,0.999999700150225,0.999630549850675,1
"111",4,0.001,0.15,35,0.004,1.0159744160008,0.253993604000199,0.996005996001,0.0039936040001989,3.99998801100001e-07,0,0.999899850175113,0.999899850175112,0.999442703225079,0.999997452422998
"112",4,0.001,0.2,35,0.004,1.0159760135992,0.2539940033998,0.996005996001,0.0039940033997997,5.99200300000001e-10,0,0.999999849975038,0.999999849975038,0.999630864681402,1
"113",4,0.001,0.25,35,0.004,1.0159744207912,0.2539936051978,0.996005996001,0.0039936051978003,3.98801199700001e-07,0,0.999900150024937,0.999900150024937,0.99944322317227,0.999997483987185
"114",4,0.001,0.3,35,0.004,1.0159760136008,0.253994003400199,0.996005996001,0.0039940034001993,5.98800700000001e-10,0,0.999999850075088,0.999999850075088,0.99963086489169,1
"115",4,0.01,0.05,35,0.04,1.15760019682,0.289400049205,0.96059601,0.039400049205,3.940795e-06,0,0.999899989950256,0.999899989950256,0.99944294557565,0.999997467164376
